City,Date,AQI,PM2.5,PM10,NO2,CO,O3,SO2
Mumbai,9/26/2024,270,313,300,25.3637527,0.157881004,48.84519077,20.31852003
Mumbai,9/27/2024,473,505,526,70.3029284,0.989827353,156.975021,10.55303668
Mumbai,9/28/2024,433,434,433,59.60439657,0.932539365,169.444275,12.23058131
Mumbai,9/29/2024,276,300,303,29.3950683,0.738413412,98.47968293,39.80214715
Mumbai,9/30/2024,490,447,424,93.01307362,1.421686839,126.0464388,13.99285721
Mumbai,10/1/2024,420,380,388,21.29376671,1.568265697,55.01733173,35.48269084
Mumbai,10/2/2024,390,379,371,93.46196625,0.795183038,70.42941878,38.72417027
Mumbai,10/3/2024,359,380,390,35.45210176,0.895306343,65.57812084,19.94925069
Mumbai,10/4/2024,499,511,520,93.9884579,0.604443174,126.1780861,35.53249857
Mumbai,10/5/2024,77,92,99,95.24453166,1.781224724,150.4227254,17.48591059
Mumbai,10/6/2024,348,333,360,51.00572408,1.388416279,113.1740719,20.60986894
Mumbai,10/7/2024,237,269,296,35.03162399,0.370284956,69.50100835,43.2290397
Mumbai,10/8/2024,475,506,523,85.11146112,1.877420576,45.28928368,21.76290192
Mumbai,10/9/2024,437,424,437,24.83962989,0.555979791,144.9252017,17.28274976
Mumbai,10/10/2024,424,387,401,50.20430745,1.052884125,56.865137,26.19321136
Mumbai,10/11/2024,122,97,86,77.84812744,1.197993114,181.8283572,41.78335313
Mumbai,10/12/2024,491,467,452,80.57855569,0.978543236,174.342895,16.22561919
Mumbai,10/13/2024,224,207,199,89.61281994,1.801569411,182.7433002,19.12451344
Mumbai,10/14/2024,232,182,205,27.15488498,0.450801669,75.00044796,24.34809289
Mumbai,10/15/2024,482,517,507,76.14332627,1.109764337,64.70961511,27.1768813
Mumbai,10/16/2024,299,300,284,49.04595306,0.412370505,32.15078417,29.60130569
Mumbai,10/17/2024,162,158,150,69.27952194,1.869954337,165.9863933,30.49723665
Mumbai,10/18/2024,200,213,185,46.97713827,1.165101637,189.1052436,8.723031783
Mumbai,10/19/2024,252,262,236,18.88634862,0.243756097,78.69286576,9.147558131
Mumbai,10/20/2024,407,449,423,16.05107621,1.230210021,150.3846687,6.459955072
Mumbai,10/21/2024,79,39,36,30.07558554,1.758906801,160.0035367,38.66723719
Mumbai,10/22/2024,497,507,530,48.11931244,1.607784244,16.03791203,40.19228462
Mumbai,10/23/2024,233,216,240,20.41311864,0.151775023,109.4814322,14.82169427
Mumbai,10/24/2024,150,100,70,22.40967424,1.408648828,180.5712776,38.53307729
Mumbai,10/25/2024,71,58,62,41.57371984,0.788863613,163.0857599,19.76807673
Mumbai,10/26/2024,139,101,87,85.11318573,0.780835848,183.4495645,30.45596775
Mumbai,10/27/2024,63,84,68,84.12612497,0.830761044,97.23356442,18.64786509
Mumbai,10/28/2024,212,221,196,71.12792361,0.245479691,89.94462834,32.07569738
Mumbai,10/29/2024,352,306,301,46.69732945,0.406315743,134.7178247,48.70179083
Mumbai,10/30/2024,322,285,268,16.16054073,0.893567292,32.10811218,32.5758126
Mumbai,10/31/2024,288,272,258,68.34123076,0.539812182,139.4570725,47.30824361
Mumbai,11/1/2024,93,66,52,90.9334323,1.928296749,94.38189683,38.75127855
Mumbai,11/2/2024,363,326,332,16.30973257,0.850992699,44.53798477,12.05657174
Mumbai,11/3/2024,269,234,207,47.72645883,0.419586946,177.072741,30.0668231
Mumbai,11/4/2024,295,252,245,97.1807145,0.598451637,69.47952756,42.64243208
Mumbai,11/5/2024,120,126,111,46.28895699,1.529555976,110.9458635,35.48471321
Mumbai,11/6/2024,270,258,287,49.95134491,1.797829714,135.0304469,5.36265965
Mumbai,11/7/2024,489,442,440,92.35546593,0.577221608,170.4003418,26.78092576
Mumbai,11/8/2024,145,167,173,91.14247048,0.508888511,178.0274786,30.17324416
Mumbai,11/9/2024,155,115,127,98.05193084,1.934919699,85.07950652,37.77668845
Mumbai,11/10/2024,438,419,410,83.83841382,0.937089703,35.15687656,22.20135134
Mumbai,11/11/2024,296,256,238,99.12990734,0.148962238,124.6704732,34.67776917
Mumbai,11/12/2024,274,241,259,37.40432795,0.476381482,22.48150213,44.92036928
Mumbai,11/13/2024,118,114,135,59.18126876,0.892667495,40.44286419,12.69213811
Mumbai,11/14/2024,417,391,370,90.81681822,0.259842558,84.68974244,9.511050368
Mumbai,11/15/2024,474,448,431,24.36624113,0.737684219,24.5934138,15.57474249
Mumbai,11/16/2024,134,104,95,97.72215364,0.35737312,53.98029062,44.07842858
Mumbai,11/17/2024,381,372,359,14.5560225,0.174844484,119.0504746,22.6802799
Mumbai,11/18/2024,236,275,260,11.01722829,1.59600672,68.22223631,6.811610135
Mumbai,11/19/2024,125,134,116,60.95935142,0.111889195,21.75828332,29.09155735
Mumbai,11/20/2024,128,149,125,21.87687877,1.075047859,46.94505244,9.19382538
Mumbai,11/21/2024,190,182,168,29.96037804,0.703353702,59.28379614,8.941608383
Mumbai,11/22/2024,139,168,173,50.50527755,0.74116313,175.4308065,8.758621161
Mumbai,11/23/2024,449,412,391,69.65166468,1.754204375,154.2265172,37.73881536
Mumbai,11/24/2024,448,497,513,57.69465282,0.406597981,118.6792169,41.24445482
Mumbai,11/25/2024,76,80,101,59.26733563,1.494420216,75.84616437,23.34720968
Mumbai,11/26/2024,273,238,225,15.10123889,0.165878138,84.46300696,36.37236615
Mumbai,11/27/2024,190,182,205,33.38453241,1.783563607,180.1810894,18.37792419
Mumbai,11/28/2024,280,248,255,31.64784267,1.377529302,166.9522901,35.28914589
Mumbai,11/29/2024,437,436,423,14.07651793,1.347133133,111.6789434,8.691065835
Mumbai,11/30/2024,373,415,428,17.31066713,1.985905411,39.67828651,49.47894473
Mumbai,12/1/2024,196,239,239,69.34806659,1.197833395,174.5592936,18.02477847
Mumbai,12/2/2024,230,211,182,49.09253483,0.948239651,127.5666946,34.94143438
Mumbai,12/3/2024,401,366,351,28.13755402,1.875422774,140.9266542,42.04729457
Mumbai,12/4/2024,424,458,431,64.28729491,1.09484104,58.18098223,26.19275264
Mumbai,12/5/2024,397,442,412,68.68837557,1.583746777,160.3780728,32.11114238
Mumbai,12/6/2024,309,277,272,35.9048169,0.277215749,193.1264006,11.07860658
Mumbai,12/7/2024,244,220,238,94.95354551,1.555075175,11.0269355,5.060582193
Mumbai,12/8/2024,133,120,117,79.17231978,0.529917617,141.5473182,15.49997702
Mumbai,12/9/2024,382,373,389,15.39489708,0.348850112,125.1394238,43.22508828
Mumbai,12/10/2024,412,388,398,99.72182967,0.448559562,122.8869539,23.51185571
Mumbai,12/11/2024,122,147,142,11.23141733,0.255037568,59.13240232,6.253350837
Mumbai,12/12/2024,109,124,94,70.55624201,1.476083602,103.593811,33.50352831
Mumbai,12/13/2024,106,133,104,14.53750962,1.79173021,119.6074282,30.3763805
Mumbai,12/14/2024,329,299,278,59.20266955,1.695658669,34.22227923,41.00928565
Mumbai,12/15/2024,363,388,379,22.89533128,1.457965784,65.73715007,28.64616383
Mumbai,12/16/2024,385,395,400,64.49331255,0.684984126,169.1308585,32.65185999
Mumbai,12/17/2024,343,359,351,10.10008848,0.616713663,51.39936213,34.78255633
Mumbai,12/18/2024,153,180,188,11.46190989,1.484678303,71.47077837,34.92751951
Mumbai,12/19/2024,191,201,177,21.36440234,1.645525516,185.6083122,25.73014234
Mumbai,12/20/2024,93,140,114,19.30907034,0.863851712,148.498448,40.09193978
Mumbai,12/21/2024,384,376,378,11.22706215,0.713180488,115.3277694,11.66978579
Mumbai,12/22/2024,239,275,276,86.60356619,1.919500128,117.4915406,28.15075975
Mumbai,12/23/2024,375,349,349,44.19811711,1.253557034,83.8580061,15.81346056
Mumbai,12/24/2024,296,246,235,22.42139383,0.25397336,167.6473446,48.95574678
Mumbai,12/25/2024,462,465,460,15.92305846,1.793504592,98.12470745,19.40122925
Mumbai,12/26/2024,486,436,422,54.01321978,1.733157154,122.5372605,36.25941978
Mumbai,12/27/2024,210,162,191,21.5493276,1.199135766,141.7502043,36.52751734
Mumbai,12/28/2024,122,110,83,48.33439376,1.989899914,27.57508321,40.11565382
Mumbai,12/29/2024,446,455,481,35.60872471,0.941764042,127.2501294,43.24816987
Mumbai,12/30/2024,260,281,302,59.5945858,1.094770801,63.62986938,18.41340427
Mumbai,12/31/2024,126,103,81,17.74289413,0.208351137,30.04185122,31.35144577
Kolkata,1/1/2024,488,515,495,67.39967277,1.658128254,17.90000237,27.41584746
Kolkata,1/2/2024,497,452,467,63.87355967,1.34060435,39.24470686,48.96642544
Kolkata,1/3/2024,377,385,406,75.7199546,0.793162693,131.7834503,25.9781716
Kolkata,1/4/2024,458,419,414,79.3402499,0.740875389,188.899602,28.83712847
Kolkata,1/5/2024,358,395,380,15.1193258,1.556401901,143.4004163,19.91084984
Kolkata,1/6/2024,167,120,100,93.75782287,1.384599549,68.37540275,21.65110359
Kolkata,1/7/2024,264,258,250,38.61842962,1.201489216,75.66874878,41.70962321
Kolkata,1/8/2024,78,110,112,55.53384889,0.407653713,135.0394214,49.89872251
Kolkata,1/9/2024,257,236,257,46.06337502,0.318777739,177.8219843,23.6671545
Kolkata,1/10/2024,155,151,173,49.78300788,1.331643591,21.67479512,41.61755047
Kolkata,1/11/2024,56,27,13,95.9109336,0.387721397,100.709076,32.08130303
Kolkata,1/12/2024,430,429,436,88.13523658,0.664986909,40.88221762,35.40295893
Kolkata,1/13/2024,53,19,-8,28.79478419,0.21127408,114.9495662,31.78533797
Kolkata,1/14/2024,238,222,199,41.09327684,1.625722575,112.6529897,8.567612808
Kolkata,1/15/2024,332,313,296,23.35243036,0.426963462,176.9661575,30.12585418
Kolkata,1/16/2024,300,308,308,63.61118417,0.25316927,188.5180319,38.98101279
Kolkata,1/17/2024,88,41,40,17.21680811,1.005993868,129.7176941,42.28938078
Kolkata,1/18/2024,67,106,128,27.56774481,1.38913322,71.38894332,49.44872926
Kolkata,1/19/2024,139,94,69,64.30007766,1.623200157,99.20854642,24.01952152
Kolkata,1/20/2024,303,282,308,90.555876,0.383367569,159.3258025,32.80692019
Kolkata,1/21/2024,472,430,453,17.75189252,1.647334881,63.26360298,10.9480846
Kolkata,1/22/2024,320,271,292,12.16991741,0.321271968,34.14828564,13.51776407
Kolkata,1/23/2024,259,246,252,91.49849541,1.687207808,47.40869564,24.85177485
Kolkata,1/24/2024,428,459,432,41.77926,1.619588392,115.3905347,42.16695388
Kolkata,1/25/2024,183,174,168,50.08478734,0.127677594,57.00595194,43.98315962
Kolkata,1/26/2024,216,193,194,29.84388755,1.2887365,118.6054534,13.31772791
Kolkata,1/27/2024,465,483,475,80.89679695,0.638391731,169.0750715,29.43491597
Kolkata,1/28/2024,427,391,367,49.76503343,0.410396841,45.0472197,14.10322771
Kolkata,1/29/2024,84,39,20,45.80140968,1.07224415,101.8259141,22.22528452
Kolkata,1/30/2024,171,204,220,55.51270694,0.217878692,23.51957899,30.82396324
Kolkata,1/31/2024,382,398,415,28.16576518,0.590397465,31.57272204,46.28943543
Kolkata,2/1/2024,376,423,433,91.24874092,1.097309975,95.72670638,19.86761631
Kolkata,2/2/2024,257,278,303,50.64090279,1.880162941,196.9659877,40.84179752
Kolkata,2/3/2024,417,444,454,24.94673671,0.21230106,141.2379999,37.79538
Kolkata,2/4/2024,74,41,23,18.20265755,0.643211014,137.7540644,12.64426675
Kolkata,2/5/2024,141,141,166,46.9709929,1.030323744,88.93417011,6.080227018
Kolkata,2/6/2024,117,112,138,18.85817702,1.917768824,123.8783478,37.78953279
Kolkata,2/7/2024,481,524,538,31.32315945,0.284234775,44.01601111,40.88813204
Kolkata,2/8/2024,115,138,162,20.11280338,0.730774296,158.510186,24.66731848
Kolkata,2/9/2024,160,164,144,85.93795396,0.717353309,140.5861569,48.27271132
Kolkata,2/10/2024,94,87,80,45.93993222,0.878378452,195.861927,13.14013556
Kolkata,2/11/2024,324,355,336,75.77833112,0.898020908,119.888355,42.4675298
Kolkata,2/12/2024,428,429,447,96.14772672,1.791262302,133.9322711,25.68400688
Kolkata,2/13/2024,343,369,361,61.169703,0.212436437,130.232496,39.60140201
Kolkata,2/14/2024,222,217,194,24.2863087,1.903618902,177.1242844,45.81688822
Kolkata,2/15/2024,458,472,447,41.98954036,1.371516157,101.9224826,23.827529
Kolkata,2/16/2024,207,233,245,41.48689458,0.563223682,134.6216295,13.94663274
Kolkata,2/17/2024,396,390,403,28.90964736,1.510315645,14.78782802,20.9674335
Kolkata,2/18/2024,99,96,85,72.94055196,0.728065904,151.4999783,23.55813772
Kolkata,2/19/2024,70,109,118,64.90971298,1.027537583,35.30460388,16.7599858
Kolkata,2/20/2024,166,207,193,72.46156727,0.447227215,70.61856412,23.69813284
Kolkata,2/21/2024,380,367,342,12.15516387,1.211172841,188.8801051,12.84841702
Kolkata,2/22/2024,404,450,443,12.78377933,1.457386793,78.71294802,10.64189072
Kolkata,2/23/2024,84,95,65,27.66648721,0.142872572,173.7163281,30.97026871
Kolkata,2/24/2024,394,359,362,66.42715911,1.635950276,126.2128197,18.30864032
Kolkata,2/25/2024,378,328,339,26.27066355,0.610715469,47.74246961,16.10856624
Kolkata,2/26/2024,83,121,135,62.91924665,0.91034952,126.9299482,8.670871653
Kolkata,2/27/2024,88,68,79,79.54038893,1.458309115,120.0057528,5.65740487
Kolkata,2/28/2024,430,452,452,11.24759223,1.333819758,137.0865409,40.93951012
Kolkata,2/29/2024,437,467,452,39.95027821,1.159069432,144.3329059,34.8155563
Kolkata,3/1/2024,128,95,111,71.1159944,1.870306766,199.4203893,37.40708574
Kolkata,3/2/2024,144,101,73,14.42988231,0.53905362,180.5032863,16.52861815
Kolkata,3/3/2024,148,139,121,28.85101926,0.890899283,77.74855193,46.02766446
Kolkata,3/4/2024,122,123,99,38.13382224,0.880297003,49.84115271,48.94524605
Kolkata,3/5/2024,390,362,360,37.30469893,1.585592735,155.5131423,36.12450433
Kolkata,3/6/2024,483,452,465,14.90194426,0.446670277,193.3898313,24.26827729
Kolkata,3/7/2024,269,288,260,38.09707629,0.912186404,132.5915294,38.53466342
Kolkata,3/8/2024,263,271,300,34.22454139,0.477400066,158.8435718,45.91637125
Kolkata,3/9/2024,373,337,331,39.1357743,1.553868284,37.20065798,34.59722663
Kolkata,3/10/2024,149,105,104,40.53165951,0.218619522,102.3729943,9.905612704
Kolkata,3/11/2024,121,152,149,63.99710724,1.022729044,113.7254713,46.67923408
Kolkata,3/12/2024,56,32,11,78.81858553,0.378720717,141.1613409,47.52608291
Kolkata,3/13/2024,334,308,332,55.05213857,1.326877582,107.0083777,10.39788238
Kolkata,3/14/2024,333,285,265,87.52762415,0.360870062,190.953483,19.7970178
Kolkata,3/15/2024,233,276,304,83.07516112,1.896924434,69.45471413,43.63279045
Kolkata,3/16/2024,442,392,390,76.77799566,1.387674158,57.93979987,44.28694162
Kolkata,3/17/2024,295,251,247,96.35249647,0.513653775,26.74891005,13.75407649
Kolkata,3/18/2024,172,196,207,59.40186685,0.459472006,146.8729597,28.00011373
Kolkata,3/19/2024,432,462,466,81.37567255,1.964359035,187.1728955,47.02396743
Kolkata,3/20/2024,148,111,128,72.73217494,0.789667397,177.0631157,37.64172201
Kolkata,3/21/2024,200,231,250,37.56708972,0.71960492,23.4740323,20.74082278
Kolkata,3/22/2024,99,84,108,34.35033308,0.572704399,188.9910617,18.42226044
Kolkata,3/23/2024,401,411,412,99.59267371,1.831877979,52.0882817,7.527290446
Kolkata,3/24/2024,128,155,181,25.44367304,0.418173515,97.89277395,6.497058703
Kolkata,3/25/2024,241,215,222,15.68169183,0.853834607,100.0611905,25.30699763
Kolkata,3/26/2024,138,143,142,47.36310886,0.902165244,159.162145,13.8070688
Kolkata,3/27/2024,321,320,347,70.61919203,0.360987317,62.6052942,7.072837866
Kolkata,3/28/2024,181,215,223,38.87690885,1.23249522,199.1895459,24.58680258
Kolkata,3/29/2024,197,210,195,43.87734663,1.184446814,100.953923,43.79342642
Kolkata,3/30/2024,371,329,341,92.3501384,1.703370881,151.035524,12.5516568
Kolkata,3/31/2024,471,517,504,75.05061406,0.540498454,144.0569152,18.8466266
Kolkata,4/1/2024,174,205,201,43.73424319,1.280528186,146.5564415,9.977161949
Kolkata,4/2/2024,277,286,261,19.72260617,0.542009613,152.5495509,17.35280031
Kolkata,4/3/2024,162,124,149,82.2161606,0.748364455,94.39484731,35.40140481
Kolkata,4/4/2024,475,505,489,79.58651511,1.376016712,16.02727345,29.0735003
Kolkata,4/5/2024,245,261,237,53.49088683,1.975102296,153.3681786,16.18721981
Kolkata,4/6/2024,242,259,274,45.87782448,1.739552548,60.74425142,29.05974154
Kolkata,4/7/2024,58,54,35,95.86380386,0.331571053,13.47226325,45.68609087
Kolkata,4/8/2024,460,447,424,37.7037235,0.558213907,54.3777986,8.068397889
Kolkata,4/9/2024,132,167,193,36.22249656,0.893050086,81.60470727,44.41572162
Kolkata,4/10/2024,261,239,259,39.71403553,0.302921338,191.1465471,7.710212521
Kolkata,4/11/2024,296,262,269,38.83611575,0.412145002,158.8006719,10.51240379
Kolkata,4/12/2024,105,73,99,16.34820738,1.827916057,46.1244656,41.95625696
Kolkata,4/13/2024,247,233,203,95.99033723,0.569226217,173.3326156,12.59645026
Kolkata,4/14/2024,110,113,122,29.10570775,0.319560916,168.9199754,27.61095424
Kolkata,4/15/2024,322,330,322,98.27144249,1.251259771,105.7045935,44.52871384
Kolkata,4/16/2024,255,282,267,24.3891787,1.413368661,41.83764247,18.96388169
Kolkata,4/17/2024,189,208,199,76.55223099,1.326515277,39.59691951,29.61704055
Kolkata,4/18/2024,247,279,266,29.84579084,0.453326864,190.6555454,14.44539333
Kolkata,4/19/2024,384,377,373,41.70943488,0.181890207,44.02803847,22.6498007
Kolkata,4/20/2024,234,252,223,78.71642593,0.306496825,196.4389397,22.17274246
Kolkata,4/21/2024,383,361,356,79.11729803,1.294276161,130.3200083,25.26271177
Kolkata,4/22/2024,218,190,166,89.87220462,1.288323555,163.5709601,8.106662161
Kolkata,4/23/2024,50,60,43,70.42654654,1.859985726,127.6419284,42.11631266
Kolkata,4/24/2024,207,256,246,44.3911145,0.351310559,47.37075749,15.68674873
Kolkata,4/25/2024,219,219,200,64.08509361,1.422551737,78.87537706,42.07989433
Kolkata,4/26/2024,258,271,286,52.41774471,0.997779341,81.8626579,28.2782067
Kolkata,4/27/2024,62,26,20,71.54831124,0.148162348,141.1089088,19.22455902
Kolkata,4/28/2024,123,97,103,42.4354636,0.265435291,48.40838585,29.54706532
Kolkata,4/29/2024,415,461,447,30.84391223,1.712955352,85.48157984,16.04977817
Kolkata,4/30/2024,186,203,189,20.03389191,1.183778034,120.4971988,37.16130539
Kolkata,5/1/2024,390,360,347,89.60308548,1.152587185,111.5662516,13.79561002
Kolkata,5/2/2024,261,255,242,28.11374093,1.791449581,31.83220524,5.172671548
Kolkata,5/3/2024,453,449,461,14.90607347,0.696683233,104.8477999,14.74606335
Kolkata,5/4/2024,296,264,259,92.72872279,0.905163228,75.00519402,48.26978295
Kolkata,5/5/2024,387,432,454,27.13032776,1.842719124,115.1761212,18.46544019
Kolkata,5/6/2024,125,123,148,40.76641377,0.92401923,171.2096371,21.34649083
Kolkata,5/7/2024,357,406,428,64.12456636,0.744518567,113.4731353,6.848067776
Kolkata,5/8/2024,359,370,340,14.61371133,0.863564915,138.0136837,25.26576736
Kolkata,5/9/2024,206,247,222,67.1269727,0.454197629,152.380193,29.5563186
Kolkata,5/10/2024,139,166,142,53.62205652,0.151048543,82.29155824,9.775651347
Kolkata,5/11/2024,117,92,72,65.183672,1.630644216,66.93704993,48.29459469
Kolkata,5/12/2024,466,428,411,32.69555897,0.948780291,33.4554745,14.26910161
Kolkata,5/13/2024,473,488,499,97.95554409,0.560472021,136.0290348,42.75948645
Kolkata,5/14/2024,429,380,369,87.12679733,1.883557807,103.5488377,36.53895646
Kolkata,5/15/2024,149,176,161,37.84715154,1.879776656,107.9785447,27.3764249
Kolkata,5/16/2024,405,376,363,39.50585541,1.649916223,123.4893519,22.71359841
Kolkata,5/17/2024,120,165,182,62.55273603,0.493287842,171.7670921,8.791896477
Kolkata,5/18/2024,184,192,166,26.36358876,0.917658412,41.44495719,36.7971858
Kolkata,5/19/2024,342,300,284,22.64924152,0.644300102,108.4346614,38.66072345
Kolkata,5/20/2024,426,386,393,87.21414226,1.36716215,92.72530145,47.89040515
Kolkata,5/21/2024,63,22,3,27.35835118,0.276158141,111.1223462,41.97387064
Kolkata,5/22/2024,450,416,388,37.24976154,1.111694725,117.2391517,32.02624386
Kolkata,5/23/2024,446,493,504,74.06001505,1.806875023,120.7103678,10.58483155
Kolkata,5/24/2024,61,91,70,63.2545272,0.464844401,136.6702739,33.05208047
Kolkata,5/25/2024,432,393,371,46.71006477,0.631309005,35.91036222,37.7605516
Kolkata,5/26/2024,261,218,223,17.64696609,0.92886745,135.0784135,24.69725712
Kolkata,5/27/2024,391,361,374,41.23021019,1.872448611,185.3025765,27.6067319
Kolkata,5/28/2024,178,153,160,85.27740369,1.738730282,70.03945681,43.3495576
Kolkata,5/29/2024,495,450,436,66.11672757,0.219902101,71.67574202,35.27401938
Kolkata,5/30/2024,454,473,463,35.32155597,0.969393131,100.3233125,40.23501041
Kolkata,5/31/2024,269,275,296,85.37252677,0.555657909,47.04207158,27.72101531
Kolkata,6/1/2024,229,220,221,98.30634029,0.985881235,160.4677684,23.10381686
Kolkata,6/2/2024,281,317,315,74.71680585,1.14028398,189.3178412,16.29006424
Kolkata,6/3/2024,224,206,212,13.59302793,0.953249177,119.7464853,30.69081742
Kolkata,6/4/2024,159,196,173,19.5961257,0.796916809,28.90398709,39.49681751
Kolkata,6/5/2024,188,203,230,60.81758721,1.081592425,64.07407264,28.27442425
Kolkata,6/6/2024,91,59,46,51.00845945,1.015832946,153.9775465,17.686326
Kolkata,6/7/2024,370,331,324,47.7222557,0.315269248,42.66338597,29.6296108
Kolkata,6/8/2024,459,438,461,32.47697613,0.752223429,171.889199,30.16481593
Kolkata,6/9/2024,299,324,295,11.44253408,1.931001859,81.62737178,32.14458779
Kolkata,6/10/2024,307,263,258,86.58567095,0.75713183,16.69088297,38.57808373
Kolkata,6/11/2024,378,359,343,89.18539731,1.332497611,180.8572945,33.05773901
Kolkata,6/12/2024,230,229,213,28.16154534,1.826770346,154.4760128,35.4379266
Kolkata,6/13/2024,304,268,285,23.93718167,0.808699688,49.7170371,36.31077351
Kolkata,6/14/2024,494,480,472,39.35532287,0.99025829,38.11208348,49.30945149
Kolkata,6/15/2024,473,499,491,95.68860865,0.749544961,197.3026953,42.73739994
Kolkata,6/16/2024,208,210,221,13.09881777,0.947068545,165.1644962,44.83574954
Kolkata,6/17/2024,269,227,208,46.27281802,1.305657289,128.0254012,10.43359862
Kolkata,6/18/2024,415,462,444,50.07466223,1.027423333,164.4819315,9.465331824
Kolkata,6/19/2024,471,488,510,39.89552699,1.431535994,155.4100969,46.82315677
Kolkata,6/20/2024,123,115,141,31.20294054,0.68958352,85.83395908,15.90157209
Kolkata,6/21/2024,59,20,43,98.46521916,1.321277086,146.35847,48.94779368
Kolkata,6/22/2024,147,132,138,49.1077867,1.752113976,44.32493285,47.64587797
Kolkata,6/23/2024,112,159,169,63.3750571,1.029531784,35.33544879,15.91449245
Kolkata,6/24/2024,77,68,53,15.26121885,0.669865855,100.1186463,12.56090235
Kolkata,6/25/2024,267,233,250,95.85506912,1.744585318,119.6710539,35.33170403
Kolkata,6/26/2024,139,137,144,81.60942076,0.24721765,63.6396285,31.33835728
Kolkata,6/27/2024,264,215,233,72.25481027,1.35655109,17.29616669,21.57125483
Kolkata,6/28/2024,217,214,234,56.30406421,1.727987164,98.70683883,21.18739379
Kolkata,6/29/2024,234,260,244,49.92070109,1.883866253,66.03970657,26.39586228
Kolkata,6/30/2024,244,279,297,17.49007596,1.739623284,101.3063888,8.093925789
Kolkata,7/1/2024,360,394,419,75.41892155,1.760625975,51.93539133,12.13016167
Kolkata,7/2/2024,133,161,153,97.46607712,1.073968964,65.2666023,26.12330789
Kolkata,7/3/2024,382,350,349,65.35581669,0.43377699,107.5060794,37.19214577
Kolkata,7/4/2024,68,61,37,10.85890178,0.243072724,81.41196838,41.92450915
Kolkata,7/5/2024,104,63,64,53.67074102,0.440411445,179.3166174,25.71599179
Kolkata,7/6/2024,407,447,476,73.50537743,1.090946869,33.68301151,48.26365432
Kolkata,7/7/2024,127,161,160,13.54256918,0.141508753,157.1522646,11.04950423
Kolkata,7/8/2024,357,367,376,48.55166205,0.151502639,158.8652855,5.473095104
Kolkata,7/9/2024,383,429,427,81.27937301,1.974706462,57.66595963,27.93454029
Kolkata,7/10/2024,362,312,288,40.22347282,1.268632533,186.1124368,48.29263245
Kolkata,7/11/2024,421,390,397,35.08248843,1.921856559,37.13471785,31.09233092
Kolkata,7/12/2024,247,253,251,84.12810353,1.447102872,121.6491275,41.92663052
Kolkata,7/13/2024,276,265,237,75.7001549,0.77973405,22.14117899,8.3450574
Kolkata,7/14/2024,221,268,258,52.50037832,1.454476502,84.65277376,16.64199263
Kolkata,7/15/2024,136,158,144,66.26945125,1.881515582,139.1439079,30.65817343
Kolkata,7/16/2024,91,82,110,58.37861293,0.126973605,58.95007977,25.24746534
Kolkata,7/17/2024,149,117,103,29.18279074,1.747636973,191.610198,15.65218876
Kolkata,7/18/2024,88,73,82,25.22457045,1.95716747,172.1302655,27.42498627
Kolkata,7/19/2024,265,243,221,34.44977722,0.297137053,66.1301869,9.075176042
Kolkata,7/20/2024,260,221,208,43.38763413,1.567088852,42.3878772,22.30321162
Kolkata,7/21/2024,384,365,394,31.56812065,0.161539362,73.81026254,28.12399366
Kolkata,7/22/2024,332,364,378,82.89808693,0.552750374,52.63276616,27.70263158
Kolkata,7/23/2024,96,104,105,68.34677746,1.071078261,94.64838475,48.51358316
Kolkata,7/24/2024,76,117,104,68.89118137,1.757787908,56.3880365,25.25494364
Kolkata,7/25/2024,303,286,262,44.98915716,0.349683527,59.8721515,31.15469649
Kolkata,7/26/2024,250,271,291,96.23243078,0.570500122,76.12987154,45.30000834
Kolkata,7/27/2024,497,471,468,38.88973411,1.099578625,140.6761492,17.30635319
Kolkata,7/28/2024,453,440,464,14.43650435,0.83394664,77.15990649,19.20349469
Kolkata,7/29/2024,189,143,156,27.30321266,0.687992143,195.2318118,23.50010376
Kolkata,7/30/2024,123,151,150,67.69223719,1.594030145,86.97053037,5.121866742
Kolkata,7/31/2024,301,284,259,54.28828093,1.974326063,62.87085556,22.79382216
Kolkata,8/1/2024,320,347,322,85.94315773,0.974625196,51.34170859,11.02001652
Kolkata,8/2/2024,123,123,95,16.20350903,1.018744717,51.81711255,16.4293139
Kolkata,8/3/2024,371,324,303,36.07551854,0.553628365,50.57314235,23.50149514
Kolkata,8/4/2024,442,482,464,43.00109917,0.842743111,195.5267406,47.95998606
Kolkata,8/5/2024,308,325,351,37.29546455,1.461551968,78.14565898,17.05066135
Kolkata,8/6/2024,345,371,344,77.19428842,0.123933162,132.4521617,13.2289037
Kolkata,8/7/2024,290,338,324,73.1408739,0.11867235,87.74469162,19.82206712
Kolkata,8/8/2024,220,259,250,37.36851724,1.642091327,65.8441845,25.0846862
Kolkata,8/9/2024,265,283,272,86.66113048,0.199891356,29.8389202,30.60424374
Kolkata,8/10/2024,62,85,87,45.71103929,0.919299921,118.1666075,5.093443292
Kolkata,8/11/2024,425,379,374,62.13820625,1.789101161,118.167947,33.42750882
Kolkata,8/12/2024,211,227,204,12.43730203,0.953609501,66.32452867,46.83423235
Kolkata,8/13/2024,496,477,466,39.05288141,0.590404522,98.15722931,10.99779161
Kolkata,8/14/2024,194,188,168,24.71984151,0.677835314,128.0102017,18.58100251
Kolkata,8/15/2024,263,296,290,49.47841166,0.173638178,104.9141837,39.4149309
